('211.151.242.221', '211.151.192.0/18', 'AS23724')
('211.151.242.221', '211.151.192.0/18', 'AS4835')
('211.151.242.221', '211.151.192.0/18', 'AS9802')
('211.151.242.221', '211.151.224.0/19', 'AS9308')
('211.151.242.221', '211.151.224.0/19', 'AS4847')
('211.151.242.221', '211.151.224.0/19', 'AS9802')
('64.224.206.85', '64.224.0.0/16', 'AS13768')
('178.79.132.105', '178.79.128.0/18', 'AS63949')
('178.162.199.72', '178.162.128.0/17', 'AS28753')
('178.162.199.72', '178.162.192.0/18', 'AS28753')
('178.162.199.71', '178.162.128.0/17', 'AS28753')
('178.162.199.71', '178.162.192.0/18', 'AS28753')
('64.224.206.82', '64.224.0.0/16', 'AS13768')
('120.31.132.174', '120.31.0.0/16', 'AS38372')
('120.31.132.174', '120.31.128.0/20', 'AS4134')
('120.31.132.174', '120.31.128.0/21', 'AS134764')
('162.222.226.133', '162.222.226.0/23', 'AS394695')
('77.223.146.112', '77.223.146.0/23', 'AS51540')
('77.223.146.113', '77.223.146.0/23', 'AS51540')
('123.254.106.102', '123.254.104.0/21', 'AS133731')
('64.179.227.50', '64.179.224.0/20', 'AS11320')
('198.58.125.84', '198.58.96.0/19', 'AS63949')
('174.90.126.139', '174.90.0.0/16', 'AS577')
('174.90.126.139', '174.90.126.0/23', 'AS21834')
('101.251.108.101', '101.251.96.0/20', 'AS100')
('46.30.241.10', '46.30.240.0/22', 'AS52030')
('211.153.66.120', '211.153.0.0/16', 'AS4837')
('211.153.66.120', '211.153.0.0/17', 'AS4808')
('211.153.66.120', '211.153.66.0/23', 'AS4847')
('50.116.8.12', '50.116.0.0/20', 'AS63949')
('122.202.66.131', '122.202.64.0/20', 'AS7604')
('162.253.34.175', '162.253.32.0/22', 'AS63410')
('50.116.57.156', '50.116.48.0/20', 'AS63949')
('64.57.179.65', '64.57.176.0/20', 'AS11351')
('178.79.135.181', '178.79.128.0/18', 'AS63949')
('195.90.204.103', '195.90.200.0/21', 'AS42730')
('95.141.224.56', '95.141.224.0/20', 'AS12714')
('104.237.155.54', '104.237.152.0/21', 'AS63949')
('66.175.208.220', '66.175.208.0/21', 'AS63949')
('203.192.9.21', '203.192.9.0/24', 'AS4611')
('115.182.7.78', '115.182.0.0/16', 'AS4847')
('115.182.7.78', '115.182.0.0/20', 'AS4808')
('115.182.7.78', '115.182.0.0/20', 'AS4847')
('202.3.179.105', '202.3.176.0/21', 'AS17408')
('192.155.84.175', '192.155.80.0/21', 'AS63949')
('194.152.32.50', '194.152.32.0/23', 'AS12993')
('194.152.32.56', '194.152.32.0/23', 'AS12993')
('178.79.168.57', '178.79.128.0/18', 'AS63949')
('176.58.120.13', '176.58.96.0/19', 'AS63949')
('194.152.32.59', '194.152.32.0/23', 'AS12993')
('82.223.11.92', '82.223.0.0/16', 'AS8560')
('43.240.12.148', '43.240.12.0/22', 'AS134121')
('43.240.12.148', '43.240.12.0/22', 'AS133731')
